"movie_title","director_name","title_year","color","num_critic_for_reviews","duration","gross","genres","language","country","content_rating","budget","imdb_score"
"Flyboys ","Tony Bill",2006," Black and White",123,140,13082288,"Action|Adventure|Drama|History|Romance|War","English","UK","PG-13",60000000,6.6
"National Treasure ","Jon Turteltaub",2004,"Color",193,131,173005002,"Action|Adventure|Comedy|Family|Mystery","English","USA","PG",100000000,6.9
"The Tourist ","Florian Henckel von Donnersmarck",2010,"Color",321,103,67631157,"Action|Romance|Thriller","English","USA","PG-13",100000000,6
"Anna and the King ","Andy Tennant",1999,"Color",91,148,39251128,"Drama|History|Romance","English","USA","PG-13",75000000,6.7
"Ella Enchanted ","Tommy O'Haver",2004,"Color",89,96,22913677,"Comedy|Family|Fantasy|Romance","English","USA","PG",35000000,6.3
"Secretariat ","Randall Wallace",2010,"Color",160,123,59699513,"Biography|Drama|Family|History|Sport","English","USA","PG",35000000,7.2
"Last Vegas ","Jon Turteltaub",2013,"Color",222,105,63910583,"Comedy|Romance","English","USA","PG-13",28000000,6.6
"Dragonball: Evolution ","James Wong",2009,"Color",130,100,9353573,"Action|Adventure|Fantasy|Sci-Fi|Thriller","English","USA","PG",45000000,2.7
"Central Station ","Walter Salles",1998,"Color",71,113,5595428,"Drama","Portuguese","Brazil","R",2900000,8
"Unknown ","Jaume Collet-Serra",2011,"Color",349,113,61094903,"Action|Mystery|Thriller","English","UK","PG-13",30000000,6.9
"Project X ","Nima Nourizadeh",2012,"Color",229,93,54724272,"Comedy|Crime","English","USA","R",12000000,6.7
"The Fog ","John Carpenter",1980,"Color",212,89,21378000,"Fantasy|Horror","English","USA","R",1000000,6.8
"Hoodwinked! ","Cory Edwards",2005,"Color",142,80,51053787,"Action|Animation|Comedy|Crime|Family","English","USA","PG",17500000,6.5
"Private Benjamin ","Howard Zieff",1980,"Color",25,109,69800000,"Comedy|War","English","USA","R",10000000,6.1
"Titan A.E. ","Don Bluth",2000,"Color",131,94,22751979,"Action|Adventure|Animation|Family|Sci-Fi","English","USA","PG",75000000,6.6
"The Loss of Sexual Innocence ","Mike Figgis",1999,"Color",31,106,399793,"Drama","English","USA","R",4000000,5.4
"Pay It Forward ","Mimi Leder",2000,"Color",157,123,33508922,"Drama","English","USA","PG-13",40000000,7.2
"Fireproof ","Alex Kendrick",2008,"Color",50,122,33451479,"Drama|Romance","English","USA","PG",500000,6.5
"Hard Rain ","Mikael Salomon",1998,"Color",79,97,19819494,"Action|Crime|Drama|Thriller","English","USA","R",70000000,5.8
"Impostor ","Gary Fleder",2001,"Color",83,102,6114237,"Drama|Mystery|Sci-Fi|Thriller","English","USA","R",40000000,6.2
"Garfield ","Peter Hewitt",2004,"Color",116,80,75367693,"Animation|Comedy|Family|Fantasy","English","USA","PG",35000000,5
"Brothers ","Jim Sheridan",2009,"Color",217,105,28501651,"Drama|Thriller","English","USA","R",26000000,7.1
"Snitch ","Ric Roman Waugh",2013,"Color",238,112,42919096,"Action|Drama|Thriller","English","USA","PG-13",15000000,6.5
"Shorts ","Robert Rodriguez",2009,"Color",103,89,20916309,"Comedy|Family|Fantasy","English","USA","PG",40000000,4.9
"I Am Number Four ","D.J. Caruso",2011,"Color",288,109,55092830,"Action|Adventure|Sci-Fi|Thriller","English","USA","PG-13",60000000,6.1
"Wall Street: Money Never Sleeps ","Oliver Stone",2010,"Color",297,136,52474616,"Drama","English","USA","PG-13",70000000,6.3
"Beverly Hills Cop III ","John Landis",1994,"Color",36,104,42610000,"Action|Comedy|Crime|Thriller","English","USA","R",55000000,5.5
"We Are Your Friends ","Max Joseph",2015,"Color",158,96,3590010,"Drama|Music|Romance","English","UK","R",2000000,6.1
"Mystic Pizza ","Donald Petrie",1988,"Color",34,104,12793213,"Comedy|Drama|Romance","English","USA","R",6000000,6.2
"A Nightmare on Elm Street ","Wes Craven",1984,"Color",256,101,26505000,"Horror","English","USA","X",1800000,7.5
"Boomerang ","Reginald Hudlin",1992,"Color",21,117,70100000,"Comedy|Drama|Romance","English","USA","R",40000000,5.4
"The Blair Witch Project ","Daniel Myrick",1999," Black and White",360,81,140530114,"Horror","English","USA","R",60000,6.4
"Trance ","Danny Boyle",2013,"Color",393,101,2319187,"Crime|Drama|Mystery|Thriller","English","UK","R",20000000,7
"Miss Congeniality 2: Armed and Fabulous ","John Pasquin",2005,"Color",111,115,48472213,"Action|Comedy|Crime","English","USA","PG-13",45000000,5
"The League of Extraordinary Gentlemen ","Stephen Norrington",2003," Black and White",202,110,66462600,"Action|Adventure|Fantasy|Sci-Fi","English","USA","PG-13",78000000,5.8
"Munich ","Steven Spielberg",2005,"Color",298,163,47379090,"Drama|History|Thriller","English","France","R",70000000,7.6
"Bill & Ted's Excellent Adventure ","Stephen Herek",1989,"Color",81,90,40485039,"Adventure|Comedy|Music|Sci-Fi","English","USA","PG",10000000,6.9
"The Good Guy ","Julio DePietro",2009,"Color",22,90,100503,"Comedy|Romance","English","USA","R",8000000,5.9
"I Know What You Did Last Summer ","Jim Gillespie",1997,"Color",140,99,72219395,"Horror|Mystery|Thriller","English","USA","R",17000000,5.6
"The Haunting of Molly Hartley ","Mickey Liddell",2008,"Color",74,82,13350177,"Drama|Horror|Thriller","English","USA","PG-13",5000000,3.8
"The Rainmaker ","Francis Ford Coppola",1997,"Color",91,135,45856732,"Crime|Drama|Thriller","English","USA","PG-13",40000000,7.1
"Queen of the Damned ","Michael Rymer",2002,"Color",137,101,30307804,"Drama|Fantasy|Horror","English","USA","R",35000000,5.2
"House of Wax ","Jaume Collet-Serra",2005,"Color",228,108,32048809,"Horror","English","Australia","R",30000000,5.3
"Chairman of the Board ","Alex Zamm",1998,"Color",12,95,306715,"Comedy","English","USA","PG-13",10000000,2.3
"The Devil Wears Prada ","David Frankel",2006,"Color",208,109,124732962,"Comedy|Drama|Romance","English","USA","PG-13",35000000,6.8
"Duets ","Bruce Paltrow",2000,"Color",65,112,4734235,"Comedy|Drama|Music","English","USA","R",15000000,6
"Young Sherlock Holmes ","Barry Levinson",1985,"Color",64,109,4250320,"Adventure|Fantasy|Mystery|Thriller","English","USA","PG-13",18000000,6.8
"Home Alone 2: Lost in New York ","Chris Columbus",1992,"Color",37,120,173585516,"Adventure|Comedy|Family","English","USA","PG",18000000,6.6
"Hope Floats ","Forest Whitaker",1998,"Color",65,114,60033780,"Drama|Romance","English","USA","PG-13",30000000,5.9
"The Walk ","Robert Zemeckis",2015,"Color",335,123,10137502,"Adventure|Biography|Drama|Thriller","English","USA","PG",35000000,7.4
"Timecop ","Peter Hyams",1994,"Color",62,99,44450000,"Action|Crime|Sci-Fi|Thriller","English","Canada","R",27000000,5.8
"Civil Brand ","Neema Barnette",2002,"Color",11,91,243347,"Crime|Drama|Thriller","English","USA","R",500000,5.3
"The Last Castle ","Rod Lurie",2001,"Color",110,131,18208078,"Action|Drama|Thriller","English","USA","R",60000000,6.9
"About Schmidt ","Alexander Payne",2002,"Color",217,125,65010106,"Comedy|Drama","English","USA","R",30000000,7.2
"Knocked Up ","Judd Apatow",2007,"Color",251,133,148734225,"Comedy|Romance","English","USA","R",30000000,7
"Punch-Drunk Love ","Paul Thomas Anderson",2002,"Color",251,95,17791031,"Comedy|Drama|Romance|Thriller","English","USA","R",25000000,7.3
"Heartbreakers ","David Mirkin",2001,"Color",116,123,40334024,"Comedy|Crime|Romance","English","USA","PG-13",35000000,6.2
"The Divide ","Xavier Gens",2011,"Color",174,122,22000,"Drama|Sci-Fi|Thriller","English","Germany","R",3000000,5.8
"The Banger Sisters ","Bob Dolman",2002,"Color",92,98,30306281,"Comedy|Drama","English","USA","R",10000000,5.6
"Joe Dirt ","Dennie Gordon",2001,"Color",78,91,27087695,"Adventure|Comedy|Drama","English","USA","PG-13",17700000,5.9
"The Peanuts Movie ","Steve Martino",2015,"Color",208,88,130174897,"Adventure|Animation|Comedy|Family","English","USA","G",99000000,7.2
"The Boy ","William Brent Bell",2016,"Color",159,97,35794166,"Horror|Mystery|Thriller","English","USA","PG-13",10000000,6
"Southpaw ","Antoine Fuqua",2015,"Color",305,124,52418902,"Drama|Sport","English","USA","R",30000000,7.5
"A Hard Day's Night ","Richard Lester",1964," Black and White",105,87,515005,"Comedy|Musical","English","UK","Approved",560000,7.7
"Batman Forever ","Joel Schumacher",1995,"Color",144,121,184031112,"Action|Adventure|Fantasy","English","USA","PG-13",100000000,5.4
"Harold & Kumar Escape from Guantanamo Bay ","Jon Hurwitz",2008,"Color",153,102,38087366,"Adventure|Comedy","English","USA","R",12000000,6.6
"Marvin's Room ","Jerry Zaks",1996,"Color",45,98,12782508,"Drama","English","USA","PG-13",23000000,6.7
"My Fair Lady ","George Cukor",1964,"Color",82,170,72000000,"Drama|Family|Musical|Romance","English","USA","Approved",17000000,7.9
"Saint John of Las Vegas ","Hue Rhodes",2009,"Color",45,85,100669,"Comedy|Drama","English","USA","R",3800000,5.8
"Alfie ","Charles Shyer",2004,"Color",135,103,13395939,"Comedy|Drama|Romance","English","UK","R",60000000,6.2
"The Brass Teapot ","Ramaa Mosley",2012,"Color",62,101,6643,"Comedy|Fantasy|Thriller","English","USA","R",900000,6.4
"Killing Them Softly ","Andrew Dominik",2012,"Color",414,97,14938570,"Crime|Thriller","English","USA","R",15000000,6.2
"Legion ","Scott Stewart",2010,"Color",226,100,40168080,"Action|Fantasy|Horror","English","USA","R",26000000,5.2
"The Manchurian Candidate ","Jonathan Demme",2004,"Color",209,129,65948711,"Drama|Mystery|Sci-Fi|Thriller","English","USA","R",80000000,6.6
"All the Real Girls ","David Gordon Green",2003,"Color",88,108,548712,"Drama|Romance","English","USA","R",2500000,6.9
"Creepshow 2 ","Michael Gornick",1987,"Color",95,85,14000000,"Comedy|Fantasy|Horror|Thriller","English","USA","R",3500000,6
"Lucky Number Slevin ","Paul McGuigan",2006,"Color",202,110,22494487,"Crime|Drama|Mystery|Thriller","English","Germany","R",27000000,7.8
"Dumb and Dumber To ","Bobby Farrelly",2014,"Color",218,109,86208010,"Comedy","English","USA","PG-13",35000000,5.7
"Star Trek: Nemesis ","Stuart Baird",2002,"Color",172,116,43119879,"Action|Adventure|Sci-Fi|Thriller","English","USA","PG-13",60000000,6.4
"Chain Letter ","Deon Taylor",2009,"Color",63,88,143000,"Horror|Thriller","English","USA","R",5000000,4.1
"Serial Mom ","John Waters",1994,"Color",52,95,7881335,"Comedy|Crime|Thriller","English","USA","R",13000000,6.7
"A Knight's Tale ","Brian Helgeland",2001,"Color",167,144,56083966,"Action|Adventure|Romance","English","USA","PG-13",65000000,6.9
"The Real Cancun ","Rick de Oliveira",2003,"Color",52,96,3713002,"Documentary","English","USA","R",8000000,2.7
"Straw Dogs ","Rod Lurie",2011,"Color",190,110,10324441,"Action|Drama|Thriller","English","USA","R",25000000,5.8
"Tremors ","Ron Underwood",1990,"Color",132,96,16667084,"Comedy|Horror|Sci-Fi","English","USA","PG-13",11000000,7.1
"Osama ","Siddiq Barmak",2003,"Color",105,83,1127331,"Drama","Dari","Afghanistan","PG-13",46000,7.4
"Boyhood ","Richard Linklater",2014,"Color",548,165,25359200,"Drama","English","USA","R",4000000,8
"Our Idiot Brother ","Jesse Peretz",2011,"Color",179,90,24809547,"Comedy|Drama","English","USA","R",5000000,6.4
"Once in a Lifetime: The Extraordinary Story of the New York Cosmos ","Paul Crowder",2006,"Color",40,97,144431,"Documentary|Sport","English","UK","PG-13",1000000,7.3
"Mirrors ","Alexandre Aja",2008,"Color",208,112,30691439,"Horror|Mystery","English","USA","R",35000000,6.2
"Tank Girl ","Rachel Talalay",1995,"Color",60,104,4064333,"Action|Comedy|Sci-Fi","English","USA","R",25000000,5.2
"Soul Survivors ","Stephen Carpenter",2001,"Color",64,84,3100650,"Drama|Horror|Mystery|Thriller","English","USA","PG-13",14000000,3.9
"From Hell ","Albert Hughes",2001,"Color",208,122,31598308,"Horror|Mystery|Thriller","English","USA","R",35000000,6.8
"Joyful Noise ","Todd Graff",2012,"Color",98,118,30920167,"Comedy|Music","English","USA","PG-13",25000000,5.7
"Body of Lies ","Ridley Scott",2008,"Color",238,128,39380442,"Action|Drama|Thriller","English","USA","R",70000000,7.1
"The Adventures of Ford Fairlane ","Renny Harlin",1990,"Color",48,104,21413502,"Action|Adventure|Comedy|Crime|Music|Mystery","English","USA","R",40000000,6.3
"Where the Truth Lies ","Atom Egoyan",2005,"Color",97,107,871527,"Crime|Drama|Mystery|Thriller","English","Canada","R",25000000,6.5
"Star Trek: Generations ","David Carson",1994,"Color",98,118,75668868,"Action|Adventure|Mystery|Sci-Fi|Thriller","English","USA","PG",35000000,6.6
"2001: A Space Odyssey ","Stanley Kubrick",1968,"Color",285,161,56715371,"Adventure|Mystery|Sci-Fi","English","UK","G",12000000,8.3
"The Lives of Others ","Florian Henckel von Donnersmarck",2006,"Color",215,137,11284657,"Drama|Thriller","German","Germany","R",2000000,8.5
"A Civil Action ","Steven Zaillian",1998,"Color",110,115,56702901,"Drama","English","USA","PG-13",60000000,6.5
"The Boy Next Door ","Rob Cohen",2015,"Color",149,91,35385560,"Mystery|Thriller","English","USA","R",4000000,4.6
"Another Earth ","Mike Cahill",2011,"Color",242,92,1316074,"Drama|Romance|Sci-Fi","English","USA","PG-13",100000,7
"Hansel & Gretel: Witch Hunters ","Tommy Wirkola",2013,"Color",349,98,55682070,"Action|Fantasy|Horror","English","Germany","R",50000000,6.1
"The Covenant ","Renny Harlin",2006,"Color",120,97,23292105,"Action|Fantasy|Horror|Thriller","English","USA","PG-13",20000000,5.3
"All the Pretty Horses ","Billy Bob Thornton",2000,"Color",85,220,15527125,"Drama|Romance|Western","English","USA","PG-13",57000000,5.8
"Lions for Lambs ","Robert Redford",2007,"Color",227,92,14998070,"Drama|Thriller|War","English","USA","R",35000000,6.2
"Safe ","Boaz Yakin",2012,"Color",258,94,17120019,"Action|Crime|Thriller","English","USA","R",30000000,6.5
"The Girl Next Door ","Luke Greenfield",2004,"Color",126,110,14589444,"Comedy|Drama|Romance","English","USA","R",25000000,6.8
"The Rose ","Mark Rydell",1979,"Color",32,125,29200000,"Drama|Music|Romance","English","USA","R",8500000,6.9
"American Hustle ","David O. Russell",2013,"Color",538,138,150117807,"Crime|Drama","English","USA","R",40000000,7.3
"Princess Kaiulani ","Marc Forby",2009,"Color",26,97,883887,"Drama","English","USA","PG",9000000,6.2
"Getaway ","Courtney Solomon",2013,"Color",146,90,10494494,"Action|Crime|Thriller","English","USA","PG-13",18000000,4.4
"Get Low ","Aaron Schneider",2009,"Color",160,100,9176553,"Drama|Mystery","English","USA","PG-13",7500000,7.1
"Slam ","Marc Levin",1998,"Color",16,100,982214,"Drama","English","USA","R",1000000,7.2
"The 5th Quarter ","Rick Bieber",2010,"Color",16,90,399611,"Biography|Drama|Sport","English","USA","PG",6000000,5.7
"Excessive Force ","Jon Hess",1993,"Color",19,87,1200000,"Action","English","USA","R",3000000,5.1
"On Deadly Ground ","Steven Seagal",1994,"Color",47,101,38590500,"Action|Adventure|Thriller","English","USA","R",50000000,4.4
"Labor Day ","Jason Reitman",2013,"Color",217,111,13362308,"Drama","English","USA","PG-13",18000000,6.9
"The Skeleton Key ","Iain Softley",2005," Black and White",193,104,47806295,"Horror|Mystery|Thriller","English","USA","PG-13",43000000,6.5
"Paycheck ","John Woo",2003,"Color",196,119,53789313,"Action|Mystery|Sci-Fi|Thriller","English","USA","PG-13",60000000,6.3
"Clear and Present Danger ","Phillip Noyce",1994,"Color",42,141,122012710,"Action|Crime|Drama|Thriller","English","USA","PG-13",62000000,6.9
"Meet the Fockers ","Jay Roach",2004,"Color",141,106,279167575,"Comedy|Romance","English","USA","PG-13",80000000,6.3
"Paranormal Activity 4 ","Henry Joost",2012,"Color",248,96,53884821,"Horror","English","USA","R",5000000,4.6
"Steve Jobs ","Danny Boyle",2015,"Color",412,122,17750583,"Biography|Drama","English","UK","R",30000000,7.2
"Girl 6 ","Spike Lee",1996,"Color",30,108,4903000,"Comedy|Drama","English","USA","R",12000000,5
"The Phantom of the Opera ","Joel Schumacher",2004," Black and White",153,143,51225796,"Drama|Musical|Romance|Thriller","English","UK","PG-13",70000000,7.4
"Jaws ","Steven Spielberg",1975,"Color",385,130,260000000,"Adventure|Drama|Thriller","English","USA","PG",8000000,8
"American Reunion ","Jon Hurwitz",2012,"Color",291,113,56724080,"Comedy","English","USA","R",50000000,6.7
"Cold Mountain ","Anthony Minghella",2003,"Color",198,154,95632614,"Adventure|Drama|History|Romance|War","English","USA","R",79000000,7.2
"Alien: Resurrection ","Jean-Pierre Jeunet",1997,"Color",223,116,47748610,"Action|Horror|Sci-Fi","English","USA","R",75000000,6.3
"The Green Mile ","Frank Darabont",1999,"Color",186,189,136801374,"Crime|Drama|Fantasy|Mystery","English","USA","R",60000000,8.5
"Spanglish ","James L. Brooks",2004,"Color",124,131,42044321,"Comedy|Drama|Romance","English","USA","PG-13",80000000,6.5
"The Bodyguard ","Mick Jackson",1992,"Color",48,129,121945720,"Action|Drama|Music|Romance","English","USA","R",25000000,6.1
"Annie Get Your Gun ","George Sidney",1950,"Color",21,107,8000000,"Biography|Comedy|Musical|Romance|Western","English","USA","Passed",3768785,7
"Lake Placid ","Steve Miner",1999,"Color",152,82,31768374,"Action|Comedy|Horror","English","USA","R",27000000,5.6
"Bridesmaids ","Paul Feig",2011,"Color",371,131,169076745,"Comedy|Romance","English","USA","R",32500000,6.8
"A Walk Among the Tombstones ","Scott Frank",2014,"Color",253,114,25977365,"Crime|Drama|Mystery|Thriller","English","USA","R",28000000,6.5
"The Rookie ","John Lee Hancock",2002,"Color",92,127,75597042,"Drama|Family|Sport","English","USA","G",20000000,7
"We're the Millers ","Rawson Marshall Thurber",2013,"Color",289,118,150368971,"Comedy|Crime","English","USA","R",37000000,7
"Factory Girl ","George Hickenlooper",2006,"Color",117,99,1654367,"Biography|Drama","English","USA","R",7000000,6.4
"The Siege ","Edward Zwick",1998,"Color",120,116,40932372,"Action|Thriller","English","USA","R",70000000,6.3
"Hearts in Atlantis ","Scott Hicks",2001,"Color",135,101,24185781,"Drama|Mystery","English","USA","PG-13",31000000,6.9
"The Unborn ","David S. Goyer",2009,"Color",178,89,42638165,"Drama|Fantasy|Horror|Mystery|Thriller","English","USA","PG-13",16000000,4.8
